Job Title,company,description,skills,combined
Art Teacher,Google,art instruction classroom management art technique lesson planning student assessment,art teacher studio art teacher instructs student studio art practice providing handson guidance creating art fostering artistic expression skill development art instruction classroom management art technique lesson planning student assessment,
Data Engineer,Tech Mahindra,etl extract transform load process data integration sql scripting language,data engineer etl developer specializes designing implementing extract transform load etl process move transform data system supporting data integration analytics etl extract transform load process data integration sql scripting language,
Personal Assistant,IBM,administrative support calendar management communication skill time management organizational skill confidentiality,personal assistant personal secretary provide administrative support individual executive manage schedule handle correspondence assist various task ensure efficiency administrative support calendar management communication skill time management organizational skill confidentiality,
Customer Support Specialist,IBM,technical troubleshooting customer support tool eg zendesk freshdesk communication skill problemsolving critical thinking ticket management knowledge base creation,customer support specialist technical support specialist assist customer endusers technical issue related product service provide troubleshooting resolve problem offer technical guidance various communication channel ensuring customer satisfaction technical troubleshooting customer support tool eg zendesk freshdesk communication skill problemsolving critical thinking ticket management knowledge base creation,
Paralegal,Microsoft,corporate legal task document drafting compliance corporate governance contract management due diligence entity formation communication stakeholder attention detail technology proficiency legal software proficiency legal research skill,paralegal provide legal support corporate legal team assist merger acquisition manage corporate record corporate legal task document drafting compliance corporate governance contract management due diligence entity formation communication stakeholder attention detail technology proficiency legal software proficiency legal research skill,
Seo Analyst,Google,technical seo website audit seo tool eg screaming frog ahrefs schema markup site speed optimization xml sitemaps canonicalization,seo analyst technical seo analyst role analyze website performance identify opportunity optimization work improving site speed mobilefriendliness technical aspect enhance search engine ranking also perform keyword research conduct competitive analysis provide recommendation improve website seo technical seo website audit seo tool eg screaming frog ahrefs schema markup site speed optimization xml sitemaps canonicalization,
Nurse Practitioner,Tech Mahindra,nursing care patient assessment health promotion medication administration electronic health record ehr,nurse practitioner primary care nurse practitioner provide essential healthcare service diagnosing treating common medical condition offering preventive care patient nursing care patient assessment health promotion medication administration electronic health record ehr,
Financial Controller,Accenture,accounting financial reporting financial audit tax compliance accounting software eg sap oracle gaap generally accepted accounting principle,financial controller accounting controller manage organization accounting financial reporting function ensure accurate financial record compliance accounting standard timely financial reporting support informed decisionmaking accounting financial reporting financial audit tax compliance accounting software eg sap oracle gaap generally accepted accounting principle,
Supply Chain Manager,IBM,supply chain management inventory control transportation logistics vendor relation team leadership management,supply chain manager logistics manager oversees movement storage good supply chain plan implement manage efficient transportation distribution product supply chain management inventory control transportation logistics vendor relation team leadership management,
Family Nurse Practitioner,Accenture,medical diagnosis patient care medical recordkeeping communication skill empathy compassion,family nurse practitioner primary care provider offer general medical care patient diagnose treat common health issue perform checkup refer patient specialist needed medical diagnosis patient care medical recordkeeping communication skill empathy compassion,
Social Medium Manager,Tech Mahindra,social medium marketing strategy development content planning creation social medium advertising targeting datadriven decisionmaking social medium trend platform update,social medium manager social medium strategist develop execute social medium strategy achieve marketing goal analyze social medium trend create content calendar measure effectiveness social medium campaign social medium marketing strategy development content planning creation social medium advertising targeting datadriven decisionmaking social medium trend platform update,
Ui Developer,Microsoft,user experience ux design user interface ui design wireframing prototyping usability testing design tool like sketch figma,ui developer uxui designer focus enhancing user experience designing intuitive interface consider user need preference create visually appealing functional design user experience ux design user interface ui design wireframing prototyping usability testing design tool like sketch figma,
Customer Service Manager,Microsoft,customer support team leadership customer satisfaction issue resolution performance metric training development,customer service manager customer support manager oversee team customer support representative set performance goal resolve complex customer issue develop strategy improve customer satisfaction efficiency support operation customer support team leadership customer satisfaction issue resolution performance metric training development,
Occupational Therapist,IBM,geriatric assessment evaluation geriatricspecific occupational therapy technique agingrelated condition eg dementia arthritis fall prevention strategy care coordination healthcare team assistive technology senior patient advocacy empathy compassion communication skill,occupational therapist geriatric occupational therapist work elderly individual address agerelated health issue maintain independence quality life geriatric assessment evaluation geriatricspecific occupational therapy technique agingrelated condition eg dementia arthritis fall prevention strategy care coordination healthcare team assistive technology senior patient advocacy empathy compassion communication skill,
Uxui Designer,Microsoft,usercentered design principle uxui design tool eg sketch adobe xd wireframing prototyping usability testing user research information architecture user flow,uxui designer user experience designer create intuitive userfriendly digital interface conduct user research design prototype work enhance overall user experience website application usercentered design principle uxui design tool eg sketch adobe xd wireframing prototyping usability testing user research information architecture user flow,
Network Analyst,Google,network performance analysis network monitoring tool eg wireshark troubleshooting capacity planning data analysis network protocol,network analyst network performance analyst monitor optimize network performance collect analyze network data identify issue implement solution enhance network speed reliability efficiency network performance analysis network monitoring tool eg wireshark troubleshooting capacity planning data analysis network protocol,
System Administrator,Tech Mahindra,database management system eg mysql oracle sql server data security database tuning optimization backup recovery,system administrator database administrator manage database ensuring data integrity security efficient performance design implement maintain database troubleshooting issue database management system eg mysql oracle sql server data security database tuning optimization backup recovery,
Mechanical Designer,Tech Mahindra,computeraided design cad software technical drawing blueprint interpretation drafting standard engineering principle collaboration engineer problemsolving attention detail communication skill modeling applicable,mechanical designer create modify technical drawing using computeraided design cad software various engineering project computeraided design cad software technical drawing blueprint interpretation drafting standard engineering principle collaboration engineer problemsolving attention detail communication skill modeling applicable,
Frontend Developer,Microsoft,user interface ui design user experience ux design web design principle prototyping wireframing frontend development language eg html cs javascript interaction design user testing responsive design usability testing collaboration attention detail,frontend developer uiux developer combine design technical skill create userfriendly interface digital product ensure seamless visually appealing user experience user interface ui design user experience ux design web design principle prototyping wireframing frontend development language eg html cs javascript interaction design user testing responsive design usability testing collaboration attention detail,
Legal Advisor,Google,corporate law compliance merger acquisition corporate governance contract drafting risk management legal strategy due diligence,legal advisor corporate counsel focus legal matter related corporate governance merger acquisition corporate compliance draft review corporate document oversee compliance program handle complex legal negotiation role includes managing legal relationship external partner providing strategic legal guidance company corporate law compliance merger acquisition corporate governance contract drafting risk management legal strategy due diligence,
Brand Manager,IBM,marketing analytics data analysis tool eg google analytics adobe analytics brand performance measurement consumer behavior analysis campaign effectiveness evaluation,brand manager brand marketing analyst analyzes market data consumer behavior assess effectiveness branding strategy provide insight improve brand marketing effort marketing analytics data analysis tool eg google analytics adobe analytics brand performance measurement consumer behavior analysis campaign effectiveness evaluation,
Mechanical Engineer,Accenture,manufacturing process knowledge cadcam software proficiency lean manufacturing principle quality control assurance six sigma certification,mechanical engineer manufacturing engineer optimize manufacturing process improve production efficiency ensure product quality manufacturing environment manufacturing process knowledge cadcam software proficiency lean manufacturing principle quality control assurance six sigma certification,
Purchasing Agent,Microsoft,negotiation skill vendor management supply chain knowledge contract management analytical skill,purchasing agent procurement specialist manages procurement process negotiates supplier ensures costeffective purchasing good service meet organizational need negotiation skill vendor management supply chain knowledge contract management analytical skill,
Network Security Specialist,IBM,security consulting risk assessment security audit security policy development penetration testing client communication,network security specialist security consultant responsible assessing organization security infrastructure identifying vulnerability recommending solution enhance security conduct risk assessment implement security measure provide guidance security policy procedure security consulting risk assessment security audit security policy development penetration testing client communication,
Manager,Accenture,strategic planning leadership management budgeting financial management governance compliance vendor management cybersecurity risk management project management cloud computing network infrastructure enterprise software system,manager director oversees organization department technology infrastructure develop strategy manage budget ensure system support business objective strategic planning leadership management budgeting financial management governance compliance vendor management cybersecurity risk management project management cloud computing network infrastructure enterprise software system,
Marketing Specialist,Google,marketing analytics data analysis data visualization market research google analytics marketing automation reporting tool,marketing specialist marketing analytics specialist analyze marketing data derive insight inform marketing strategy use tool like google analytics data analysis software track campaign performance customer behavior market trend marketing analytics data analysis data visualization market research google analytics marketing automation reporting tool,
Research Scientist,Google,data collection analysis market research tool technique survey design analysis qualitative quantitative research method report writing presentation skill,research scientist research analyst conduct research collect data analyze information support business decisionmaking generate report recommendation based finding aid strategic planning data collection analysis market research tool technique survey design analysis qualitative quantitative research method report writing presentation skill,
Software Engineer,IBM,automation scripting eg python bash continuous integrationcontinuous deployment cicd containerization eg docker kubernetes infrastructure code eg terraform ansible cloud platform eg aws azure gcp monitoring troubleshooting skill,software engineer devops engineer focus automating streamlining development deployment process work improve collaboration development operation implementing tool practice continuous integration continuous delivery cicd automation scripting eg python bash continuous integrationcontinuous deployment cicd containerization eg docker kubernetes infrastructure code eg terraform ansible cloud platform eg aws azure gcp monitoring troubleshooting skill,
Legal Advisor,Microsoft,legal counsel legal advice contract negotiation legal research litigation support client representation legal writing regulatory compliance,legal advisor legal counsel responsibility include providing legal advice drafting contract ensuring compliance law regulation represent company legal matter negotiate agreement mitigate legal risk role involves staying informed change law advising management legal issue affecting business legal counsel legal advice contract negotiation legal research litigation support client representation legal writing regulatory compliance,
Database Administrator,IBM,database security measure data encryption access control security compliance vulnerability assessment database auditing monitoring,database administrator database security specialist focus protecting database unauthorized access data breach implement security measure ensure compliance regulation database security measure data encryption access control security compliance vulnerability assessment database auditing monitoring,
Graphic Designer,Microsoft,print design software eg adobe indesign illustrator layout composition print production process color theory management attention detail print industry knowledge,graphic designer print graphic designer design graphic layout printed material brochure poster packaging use creativity design skill visually communicate message information effectively printed form print design software eg adobe indesign illustrator layout composition print production process color theory management attention detail print industry knowledge,
Marketing Manager,Accenture,digital marketing strategy seo sem social medium marketing email marketing campaign content marketing web analytics eg google analytics marketing automation tool eg hubspot marketo,marketing manager digital marketing manager lead digital marketing effort including seo sem social medium email marketing content strategy develop execute digital marketing campaign increase brand awareness drive traffic generate lead sale digital marketing strategy seo sem social medium marketing email marketing campaign content marketing web analytics eg google analytics marketing automation tool eg hubspot marketo,
Legal Assistant,Microsoft,ediscovery tool process document review production litigation support software eg relativity data analysis case management communication legal team technical proficiency attention detail problemsolving legal research skill,legal assistant assist preparation litigation case manage electronic discovery handle technical aspect trial preparation ediscovery tool process document review production litigation support software eg relativity data analysis case management communication legal team technical proficiency attention detail problemsolving legal research skill,
Marketing Specialist,Microsoft,content strategy content creation blog management content promotion seo analytics reporting,marketing specialist content marketing manager oversee creation distribution content attract engage customer develop content strategy manage content team track performance metric optimize content marketing effort content strategy content creation blog management content promotion seo analytics reporting,
Family Lawyer,IBM,mediation conflict resolution negotiation communication skill neutrality problemsolving legal knowledge mediation technique,family lawyer mediator facilitate negotiation dispute resolution party conflict remain neutral help party reach mutually acceptable agreement effective communication problemsolving technique mediation conflict resolution negotiation communication skill neutrality problemsolving legal knowledge mediation technique,
Finance Manager,Google,accounting principle financial reporting team management budgeting financial analysis,finance manager accounting manager supervise accounting team ensure accurate financial reporting manage budget oversee financial transaction compliance accounting standard accounting principle financial reporting team management budgeting financial analysis,
Business Development Manager,Accenture,sale management sale strategy development team leadership,business development manager sale manager lead guide sale team set sale target develops sale strategy monitor performance achieve revenue growth objective sale management sale strategy development team leadership,
Customer Support Specialist,Microsoft,help desk support ticket resolution troubleshooting customer service skill technical knowledge documentation knowledge base maintenance communication interpersonal skill,customer support specialist help desk analyst provide technical support assistance internal employee external customer troubleshoot hardware software issue offer solution document support interaction maintain reliable environment help desk support ticket resolution troubleshooting customer service skill technical knowledge documentation knowledge base maintenance communication interpersonal skill,
Event Planner,Tech Mahindra,wedding planning venue selection catering menu planning floral decor design wedding etiquette,event planner wedding planner specialize organizing wedding assisting couple every aspect wedding planning venue selection catering decor wedding planning venue selection catering menu planning floral decor design wedding etiquette,
Electrical Engineer,IBM,control system design plc programming automation instrumentation system integration,electrical engineer control engineer specialize industrial automation designing implementing control system machinery manufacturing process optimize efficiency safety control system design plc programming automation instrumentation system integration,
Pediatrician,Google,pediatrics pediatric care diagnosis treatment pediatric medical procedure patient care communication skill,pediatrician general pediatrician provide medical care infant child adolescent diagnose treat various pediatric condition offer preventive care educate patient parent child health wellbeing pediatrics pediatric care diagnosis treatment pediatric medical procedure patient care communication skill,
Office Manager,IBM,facility management property maintenance space planning budget management health safety compliance vendor management,office manager facility manager manage facility building operation oversee maintenance security facility improvement provide safe efficient working environment facility management property maintenance space planning budget management health safety compliance vendor management,
Physical Therapist,Accenture,pediatric rehabilitation developmental assessment child psychology knowledge,physical therapist specialize providing physical therapy child addressing developmental mobility issue pediatric rehabilitation developmental assessment child psychology knowledge,
Financial Advisor,IBM,investment strategy portfolio management financial planning risk assessment regulatory compliance,financial advisor investment advisor offer financial advice client helping make investment decision manage portfolio achieve financial goal investment strategy portfolio management financial planning risk assessment regulatory compliance,
Marketing Specialist,IBM,digital marketing strategy social medium marketing content creation seo search engine optimization ppc advertising analytics reporting,marketing specialist digital marketing specialist create execute online marketing campaign utilize digital channel like social medium email seo reach target audience generate lead improve brand visibility engagement digital marketing strategy social medium marketing content creation seo search engine optimization ppc advertising analytics reporting,
System Engineer,Google,cloud system engineering cloud infrastructure eg aws azure devops practice automation security cloud disaster recovery scalability,system engineer cloud system engineer responsible designing implementing managing cloud infrastructure solution work cloud platform like aws azure gcp build scalable reliable system role involves optimizing cloud resource ensuring security troubleshooting issue maintain high system availability performance cloud system engineering cloud infrastructure eg aws azure devops practice automation security cloud disaster recovery scalability,
Product Designer,Microsoft,industrial design principle cad modeling prototyping testing,product designer industrial designer creates improves product design focusing aesthetic functionality user experience produce innovative marketable product industrial design principle cad modeling prototyping testing,
Network Administrator,Google,network infrastructure design routing switching network protocol eg tcpip cisco juniper certification troubleshooting diagnostics security protocol wireless networking network monitoring collaboration problemsolving attention detail,network administrator design implement maintain computer network troubleshoot network issue ensure network performance security network infrastructure design routing switching network protocol eg tcpip cisco juniper certification troubleshooting diagnostics security protocol wireless networking network monitoring collaboration problemsolving attention detail,
Email Marketing Specialist,Tech Mahindra,marketing automation platform eg marketo pardot lead nurturing workflow automation crm integration analytics reporting email marketing campaign optimization marketing strategy communication skill problemsolving attention detail,email marketing specialist implement manage marketing automation tool workflow campaign streamline marketing effort marketing automation platform eg marketo pardot lead nurturing workflow automation crm integration analytics reporting email marketing campaign optimization marketing strategy communication skill problemsolving attention detail,
Support Specialist,Google,network administration system server maintenance cybersecurity knowledge backup recovery project management skill,support specialist system administrator manage maintain organization infrastructure including server network security system network administration system server maintenance cybersecurity knowledge backup recovery project management skill,
Administrative Assistant,Accenture,calendar management travel coordination meeting scheduling correspondence communication office organization confidentiality time management problemsolving attention detail communication skill technology proficiency eg m office,administrative assistant support highlevel executive managing schedule coordinating meeting handling various administrative task calendar management travel coordination meeting scheduling correspondence communication office organization confidentiality time management problemsolving attention detail communication skill technology proficiency eg m office,
Quality Assurance Analyst,Tech Mahindra,quality assurance process methodology quality metric kpis audit compliance team leadership management continuous improvement initiative,quality assurance analyst quality assurance manager lead quality assurance team ensuring product service meet established quality standard develop qa process set quality goal monitor compliance maintain quality excellence quality assurance process methodology quality metric kpis audit compliance team leadership management continuous improvement initiative,
Chemical Analyst,Google,analytical chemistry laboratory technique instrumentation data analysis quality control sample preparation scientific software eg chemdraw,chemical analyst analytical chemist primary responsibility analyze chemical compound substance using various laboratory technique equipment conduct experiment interpret result generate report role may involve developing analytical method maintaining lab equipment adhering safety protocol ensure accurate reliable analysis analytical chemistry laboratory technique instrumentation data analysis quality control sample preparation scientific software eg chemdraw,
Environmental Consultant,Accenture,environmental compliance regulatory requirement environmental impact assessment reporting environmental regulation auditing,environmental consultant environmental compliance officer ensure organization adhere environmental regulation standard conduct audit develop compliance program oversee effort minimize environmental impact maintain regulatory compliance environmental compliance regulatory requirement environmental impact assessment reporting environmental regulation auditing,
Digital Marketing Specialist,Sprinklr,email marketing platform eg mailchimp constant contact email campaign creation segmentation ab testing optimization email deliverability compliance metric tracking analysis,digital marketing specialist email marketing specialist design execute email marketing campaign create email content segment email list analyze campaign performance achieve marketing goal engage subscriber email marketing platform eg mailchimp constant contact email campaign creation segmentation ab testing optimization email deliverability compliance metric tracking analysis,
Brand Ambassador,Accenture,social medium management content creation audience engagement marketing strategy communication skill,brand ambassador social medium influencers use online presence promote brand product create engaging content collaborate company reach wider audience social medium management content creation audience engagement marketing strategy communication skill,
Legal Counsel,Google,employment law regulation employment contract agreement workplace discrimination harassment law legal compliance client representation advocacy,legal counsel employment lawyer focus employment law matter assisting employer employee issue like workplace discrimination labor dispute employment contract offer legal counsel represent client legal proceeding employment law regulation employment contract agreement workplace discrimination harassment law legal compliance client representation advocacy,
Project Coordinator,Accenture,construction project management building code regulation knowledge budgeting cost control construction scheduling contractor subcontractor coordination,project coordinator construction project coordinator assist managing construction project handling documentation budget tracking coordinating subcontractor construction project management building code regulation knowledge budgeting cost control construction scheduling contractor subcontractor coordination,
Procurement Manager,IBM,supplier diversity program diversity inclusion initiative supplier assessment certification data collection reporting vendor outreach engagement strategic planning communication skill relationship building attention diversity inclusion principle,procurement manager promote diversity inclusion supply chain manage supplier diversity program assess supplier performance supplier diversity program diversity inclusion initiative supplier assessment certification data collection reporting vendor outreach engagement strategic planning communication skill relationship building attention diversity inclusion principle,
Civil Engineer,Microsoft,transportation engineering traffic analysis planning civil engineering software eg microstation autocad civil roadway design public transportation knowledge,civil engineer transportation engineer plan design transportation system including road highway public transit aim improve transportation efficiency safety transportation engineering traffic analysis planning civil engineering software eg microstation autocad civil roadway design public transportation knowledge,
Environmental Engineer,IBM,environmental assessment regulatory compliance environmental impact analysis,environmental engineer environmental consultant assesses environmental impact provides regulatory compliance guidance develops strategy sustainable practice environmental protection environmental assessment regulatory compliance environmental impact analysis,
Product Manager,IBM,agile product development scrum kanban framework backlog management user story writing prioritization technique collaboration development team product vision strategy,product manager agile product owner work closely development team agile environment define prioritize product backlog item communicate product vision ensure product increment delivered align customer need project objective agile product development scrum kanban framework backlog management user story writing prioritization technique collaboration development team product vision strategy,
Architectural Designer,IBM,architectural drafting autocad modeling blueprint reading building code collaboration architect detailoriented,architectural designer architectural drafter assist architect engineer creating detailed technical drawing plan building structure use computeraided design cad software produce accurate precise architectural drawing architectural drafting autocad modeling blueprint reading building code collaboration architect detailoriented,
Nurse Manager,Microsoft,clinical nursing patient assessment care planning staff development healthcare protocol communication skill problemsolving ability,nurse manager clinical nurse manager lead supervise nursing staff clinical setting coordinate patient care manage resource support nursing team providing safe effective patient treatment clinical nursing patient assessment care planning staff development healthcare protocol communication skill problemsolving ability,
Frontend Developer,Google,web design concept graphic design software eg adobe creative suite html cs responsive design user interface ui principle visual communication typography color theory creativity attention detail collaboration,frontend developer web designer specializes designing visually appealing responsive website create layout graphic user interface enhance online presence business web design concept graphic design software eg adobe creative suite html cs responsive design user interface ui principle visual communication typography color theory creativity attention detail collaboration,
Customer Service Manager,IBM,customer experience strategy customer journey mapping feedback analysis user research metric kpis communication skill,customer service manager customer experience strategist develop execute strategy enhance overall customer experience analyze customer feedback identify pain point work across department improve product service customer interaction customer experience strategy customer journey mapping feedback analysis user research metric kpis communication skill,
Web Developer,Wipro,frontend backend development database integration problemsolving api knowledge,web developer fullstack developer skilled frontend backend development work aspect web application development creating user interface designing database server infrastructure providing endtoend solution frontend backend development database integration problemsolving api knowledge,
Network Technician,Tech Mahindra,network troubleshooting support network configuration technical knowledge problemsolving,network technician network support specialist provide technical support computer network troubleshoot issue maintain network infrastructure ensure reliable network performance network troubleshooting support network configuration technical knowledge problemsolving,
Aerospace Engineer,Tech Mahindra,avionics system electronic warfare system radar system aircraft communication system system integration testing validation,aerospace engineer avionics engineer focus aircraft electronic system design maintain avionics system communication navigation instrumentation safe flight operation avionics system electronic warfare system radar system aircraft communication system system integration testing validation,
Administrator,IBM,system administration network administration troubleshooting security management server maintenance backup recovery,administrator system administrator manage maintain computer system network handle software installation security measure troubleshooting ensure system reliability system administration network administration troubleshooting security management server maintenance backup recovery,
Interior Designer,IBM,hospitality interior design hotel restaurant design branding theme integration ffe furniture fixture equipment selection customer experience design,interior designer hospitality interior designer specializes creating inviting functional interior hotel restaurant hospitality establishment hospitality interior design hotel restaurant design branding theme integration ffe furniture fixture equipment selection customer experience design,
Project Coordinator,Tech Mahindra,project planning scheduling budget management risk assessment mitigation stakeholder communication agile waterfall methodology,project coordinator project manager plan execute oversee project ensuring completed time within budget managing project team resource project planning scheduling budget management risk assessment mitigation stakeholder communication agile waterfall methodology,
Customer Success Manager,Google,onboarding process management new employee orientation training development hr policy procedure employee engagement strategy,customer success manager onboarding specialist help new employee integrate company facilitate orientation training ensure smooth transition role onboarding process management new employee orientation training development hr policy procedure employee engagement strategy,
Seo Specialist,Accenture,search engine optimization keyword research seo tool eg google analytics semrush onpage offpage optimization,seo specialist seo analyst optimize website search engine conduct keyword research analyze performance metric implement strategy improve search ranking search engine optimization keyword research seo tool eg google analytics semrush onpage offpage optimization,
Financial Analyst,Microsoft,budget planning financial forecasting excel proficiency data analysis,financial analyst budget analyst manage analyze financial data develop monitor report budget work department ensure budget compliance identify costsaving opportunity provide financial insight support strategic planning decisionmaking budget planning financial forecasting excel proficiency data analysis,
System Analyst,Google,business system analysis requirement gathering process improvement,system analyst business system analyst analyzes business process requirement recommends technology solution bridge gap business objective system business system analysis requirement gathering process improvement,
Pediatrician,Accenture,pediatric specialization advanced pediatric care pediatric subspecialty eg pediatric cardiology pediatric oncology pediatric diagnostics pediatric treatment,pediatrician pediatric specialist doctor expertise specific pediatric subspecialties like cardiology oncology gastroenterology provide specialized care treatment child complex rare medical condition pediatric specialization advanced pediatric care pediatric subspecialty eg pediatric cardiology pediatric oncology pediatric diagnostics pediatric treatment,
Marketing Director,Microsoft,marketing communication public relation content strategy crisis management medium relation,marketing director marketing communication director manage marketing communication effort oversee messaging branding promotional activity effectively reach target audience marketing communication public relation content strategy crisis management medium relation,
Substance Abuse Counselor,Tech Mahindra,addiction recovery support motivational interviewing relapse prevention strategy,substance abuse counselor recovery coach offer guidance support individual addiction recovery aiding journey toward sobriety helping build stable fulfilling life addiction recovery support motivational interviewing relapse prevention strategy,
Occupational Therapist,Microsoft,mental health assessment evaluation psychotherapy technique cognitivebehavioral therapy cbt traumainformed care crisis intervention substance abuse treatment group therapy cultural competence ethical standard boundary active listening skill,occupational therapist mental health occupational therapist assist individual mental health condition improving daily functioning coping skill therapy intervention mental health assessment evaluation psychotherapy technique cognitivebehavioral therapy cbt traumainformed care crisis intervention substance abuse treatment group therapy cultural competence ethical standard boundary active listening skill,
Sale Associate,Accenture,customer service sale technique product knowledge cash handling communication skill,sale associate retail sale associate assist customer retail environment helping find product providing product information ensuring positive shopping experience customer service sale technique product knowledge cash handling communication skill,
Mechanical Engineer,Accenture,knowledge hvac system equipment mechanical engineering skill problemsolving ability autocad proficiency hvac design installation expertise,mechanical engineer hvac engineer specialize heating ventilation air conditioning system designing efficient hvac solution building facility knowledge hvac system equipment mechanical engineering skill problemsolving ability autocad proficiency hvac design installation expertise,
Electrical Designer,Google,pcb design electronics pcb layout software proficiency circuit design quality control,electrical designer pcb designer specialize designing printed circuit board pcbs create pcb layout ensure proper connectivity consider electrical mechanical requirement pcb design electronics pcb layout software proficiency circuit design quality control,
Art Director,IBM,creative leadership art direction concept development visual design advertising marketing expertise,art director creative director lead creative team developing visual conceptual design various medium ensuring brand consistency artistic quality creative leadership art direction concept development visual design advertising marketing expertise,
Nurse Manager,Google,nursing education curriculum development clinical instruction assessment evaluation educational technology communication skill,nurse manager nurse educator responsible teaching mentoring nursing student healthcare professional develop deliver educational program assess learning outcome ensure competence nursing staff nursing education curriculum development clinical instruction assessment evaluation educational technology communication skill,
Data Scientist,Microsoft,data integration etl extract transform load big data technology eg hadoop spark database management data warehousing,data scientist data engineer design maintain data pipeline ensuring data availability quality analysis reporting purpose data integration etl extract transform load big data technology eg hadoop spark database management data warehousing,
Sem Specialist,Google,search engine marketing ppc advertising seo strategy data analysis digital marketing skill,sem specialist search engine marketer optimize online content search engine use seo strategy improve website ranking increase organic traffic enhance online visibility search engine marketing ppc advertising seo strategy data analysis digital marketing skill,
Business Analyst,Microsoft,healthcare industry knowledge health data analysis hipaa regulation emr system,business analyst healthcare business analyst work healthcare industry analyzing data process improve healthcare delivery collaborate healthcare professional team optimize system workflow healthcare industry knowledge health data analysis hipaa regulation emr system,
Graphic Designer,Microsoft,user interface ui design user experience ux design wireframing prototyping tool eg sketch figma usability testing information architecture interaction design mobile responsive design,graphic designer uiux designer focus creating userfriendly visually appealing interface digital product conduct user research design wireframes prototype collaborate development team ensure seamless enjoyable user experience user interface ui design user experience ux design wireframing prototyping tool eg sketch figma usability testing information architecture interaction design mobile responsive design,
Financial Advisor,Accenture,retirement planning social security investment product tax planning estate planning,financial advisor retirement planner assist client planning retirement including saving strategy pension option retirement income planning retirement planning social security investment product tax planning estate planning,
Psychologist,Tech Mahindra,school psychology special education knowledge assessment testing individualized education plan collaboration skill,psychologist school psychologist work educational setting supporting student emotional academic development provide counseling assessment enhance learning outcome school psychology special education knowledge assessment testing individualized education plan collaboration skill,
Administrative Assistant,Accenture,data entry accuracy speed database software eg microsoft access excel attention detail time management organization multitasking keyboarding skill data verification problemsolving communication skill computer proficiency,administrative assistant accurately input maintain data database spreadsheet ensuring data integrity organization data entry accuracy speed database software eg microsoft access excel attention detail time management organization multitasking keyboarding skill data verification problemsolving communication skill computer proficiency,
Qa Analyst,Tech Mahindra,software quality assurance test planning test case design test execution defect tracking test automation eg selenium,qa analyst software qa tester ensure quality software product designing executing test case identifying defect reporting issue developer play critical role ensuring software reliability functionality software quality assurance test planning test case design test execution defect tracking test automation eg selenium,
Registered Nurse,Tech Mahindra,nursing leadership charge nurse responsibility team coordination,registered nurse charge nurse lead supervises nursing staff coordinate patient care ensures efficient operation within healthcare unit department nursing leadership charge nurse responsibility team coordination,
Backend Developer,IBM,api design development restful api knowledge security protocol oauth jwt,backend developer api developer creates maintains application programming interface apis enable data exchange different software application system api design development restful api knowledge security protocol oauth jwt,
Ux Researcher,Google,user experience strategy user journey mapping design thinking,ux researcher develop user experience ux strategy create user journey ensure usercentric design product development user experience strategy user journey mapping design thinking,
Chemical Engineer,Accenture,quality control process quality assurance standard eg iso statistical analysis inspection technique documenting quality issue root cause analysis communication production team problemsolving attention detail technical knowledge,chemical engineer monitor maintain product quality standard perform inspection implement quality control procedure quality control process quality assurance standard eg iso statistical analysis inspection technique documenting quality issue root cause analysis communication production team problemsolving attention detail technical knowledge,
Product Manager,Accenture,product management principle technical background agile development methodology product roadmap planning market research analysis stakeholder communication problemsolving skill,product manager technical product manager oversee development enhancement technical product define product requirement prioritize feature collaborate development team ensure product aligns company strategic goal market need product management principle technical background agile development methodology product roadmap planning market research analysis stakeholder communication problemsolving skill,
Structural Engineer,Tech Mahindra,construction management structural design autocad proficiency project management site inspection,structural engineer construction engineer manages construction project oversees project planning budget construction activity ensures project completed time within budget construction management structural design autocad proficiency project management site inspection,
Physical Therapist,IBM,orthopedic assessment treatment rehabilitation exercise patient education,physical therapist provide physical therapy service patient orthopedic condition rehabilitate injury improve mobility orthopedic assessment treatment rehabilitation exercise patient education,
Account Director,Google,business development sale strategy market analysis client acquisition team leadership strategic planning presentation skill,account director business development director lead effort identify pursue new business opportunity develop growth strategy build relationship client oversee business development team achieve revenue expansion goal business development sale strategy market analysis client acquisition team leadership strategic planning presentation skill,
Ux Researcher,IBM,usability evaluation user interface assessment usability testing tool technique,ux researcher evaluate improve usability website application user testing analysis usability evaluation user interface assessment usability testing tool technique,
Accountant,IBM,forensic accounting fraud detection legal knowledge investigative skill,accountant forensic accountant investigate financial discrepancy fraud analyze financial document track financial transaction provide expert testimony legal proceeding play critical role detecting preventing financial fraud forensic accounting fraud detection legal knowledge investigative skill,
Customer Success Manager,Tech Mahindra,customer service problemsolving communication skill ticketing system usage product knowledge,customer success manager customer support specialist assist customer inquiry issue related company product service provide solution maintain customer satisfaction customer service problemsolving communication skill ticketing system usage product knowledge,
Software Architect,Tech Mahindra,enterprise architecture business strategy alignment governance compliance,software architect enterprise architect oversees overall infrastructure ensuring support business process develops strategy enhance organization technology landscape enterprise architecture business strategy alignment governance compliance,
Marketing Coordinator,Accenture,event planning management budgeting financial management vendor sponsor relation promotion publicity event logistics coordination skill,marketing coordinator event marketing coordinator focus marketing event including trade show exhibition product launch maximize attendance engagement event planning management budgeting financial management vendor sponsor relation promotion publicity event logistics coordination skill,
